flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,concourse,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2025-02-17,F0001,WN,953,N932WN,ARR,BWI,ATL,C,00:15,15,00:04,4.0,3.0,1.0,-11.0,577.0
2025-02-17,F0002,OH,5044,N582NN,ARR,CLT,ATL,D,00:21,21,00:53,53.0,4.0,49.0,32.0,226.0
2025-02-17,F0003,DL,687,N108DN,ARR,LAS,ATL,B,00:29,29,01:30,90.0,7.0,83.0,61.0,1747.0
2025-02-17,F0004,DL,471,N320DN,ARR,LAX,ATL,A,00:39,39,03:00,180.0,5.0,175.0,141.0,1947.0
2025-02-17,F0005,WN,979,N8527Q,ARR,DEN,ATL,C,00:40,40,01:40,100.0,4.0,96.0,60.0,1199.0
2025-02-17,F0006,F9,4601,N622FR,ARR,EWR,ATL,D,00:42,42,04:11,251.0,35.0,216.0,209.0,746.0
2025-02-17,F0007,AA,636,N802NN,ARR,MIA,ATL,D,00:47,47,01:13,73.0,10.0,63.0,26.0,594.0
2025-02-17,F0008,F9,1101,N348FR,ARR,PHL,ATL,D,01:14,74,02:16,136.0,9.0,127.0,62.0,666.0
2025-02-17,F0009,WN,1438,N7860A,ARR,LAS,ATL,D,01:15,75,00:58,58.0,8.0,50.0,-17.0,1747.0
2025-02-17,F0010,F9,3287,N233FR,ARR,LGA,ATL,D,01:44,104,04:55,295.0,9.0,286.0,191.0,762.0
2025-02-17,F0011,DL,543,N713TW,ARR,SNA,ATL,B,04:23,263,03:52,232.0,6.0,226.0,-31.0,1919.0
2025-02-17,F0012,F9,3294,N650FR,ARR,DEN,ATL,D,04:58,298,05:33,333.0,17.0,316.0,35.0,1199.0
2025-02-17,F0013,DL,417,N318DX,ARR,LAS,ATL,C,05:00,300,04:53,293.0,5.0,288.0,-7.0,1747.0
2025-02-17,F0014,OH,5063,N598NN,DEP,ATL,CLT,A,05:00,300,04:59,299.0,16.0,315.0,-1.0,226.0
2025-02-17,F0015,DL,899,N907DN,ARR,LAX,ATL,C,05:02,302,04:30,270.0,5.0,265.0,-32.0,1947.0
2025-02-17,F0016,DL,1669,N596NW,ARR,PHX,ATL,C,05:03,303,04:45,285.0,4.0,281.0,-18.0,1587.0
2025-02-17,F0017,DL,1737,N886DN,ARR,SFO,ATL,B,05:04,304,05:11,311.0,8.0,303.0,7.0,2139.0
2025-02-17,F0018,F9,1004,N650FR,DEP,ATL,PHL,A,05:10,310,05:17,317.0,14.0,331.0,7.0,666.0
2025-02-17,F0019,AA,2770,N989AN,DEP,ATL,DFW,D,05:17,317,05:13,313.0,16.0,329.0,-4.0,731.0
2025-02-17,F0020,DL,912,N528DE,ARR,SLC,ATL,D,05:19,319,05:39,339.0,6.0,333.0,20.0,1590.0
2025-02-17,F0021,AA,2764,N836AW,DEP,ATL,MIA,D,05:24,324,05:19,319.0,14.0,333.0,-5.0,594.0
2025-02-17,F0022,F9,2912,N322FR,DEP,ATL,TPA,D,05:25,325,05:16,316.0,19.0,335.0,-9.0,406.0
2025-02-17,F0023,NK,158,N961NK,DEP,ATL,FLL,A,05:25,325,05:24,324.0,12.0,336.0,-1.0,581.0
2025-02-17,F0024,MQ,3628,N273NN,DEP,ATL,DCA,B,05:28,328,05:29,329.0,34.0,363.0,1.0,547.0
2025-02-17,F0025,NK,851,N969NK,DEP,ATL,LAX,A,05:30,330,05:30,330.0,11.0,341.0,0.0,1947.0
2025-02-17,F0026,DL,819,N382DN,ARR,SAN,ATL,A,05:33,333,05:18,318.0,6.0,312.0,-15.0,1892.0
2025-02-17,F0027,DL,561,N3755D,ARR,FAT,ATL,D,05:44,344,06:30,390.0,3.0,387.0,46.0,1997.0
2025-02-17,F0028,NK,850,N961NK,ARR,LAX,ATL,C,05:45,345,05:31,331.0,13.0,318.0,-14.0,1947.0
2025-02-17,F0029,F9,1115,N356FR,DEP,ATL,LAS,A,05:45,345,08:39,519.0,20.0,539.0,174.0,1747.0
2025-02-17,F0030,F9,3216,N660FR,ARR,LAX,ATL,A,05:54,354,06:18,378.0,29.0,349.0,24.0,1947.0
2025-02-17,F0031,WN,1668,N8773Q,DEP,ATL,DEN,D,05:55,355,05:57,357.0,21.0,378.0,2.0,1199.0
2025-02-17,F0032,B6,1320,N3247J,DEP,ATL,JFK,A,06:00,360,06:11,371.0,15.0,386.0,11.0,760.0
2025-02-17,F0033,F9,1441,N660FR,DEP,ATL,ORD,D,06:00,360,06:09,369.0,31.0,400.0,9.0,606.0
2025-02-17,F0034,F9,1403,N309FR,DEP,ATL,IAH,D,06:00,360,06:05,365.0,26.0,391.0,5.0,689.0
2025-02-17,F0035,DL,446,N195DN,ARR,LAX,ATL,A,06:00,360,05:40,340.0,6.0,334.0,-20.0,1947.0
2025-02-17,F0036,DL,651,N837DN,DEP,ATL,DTW,C,06:00,360,05:59,359.0,17.0,376.0,-1.0,594.0
2025-02-17,F0037,DL,743,N892DN,ARR,SMF,ATL,D,06:00,360,05:41,341.0,5.0,336.0,-19.0,2092.0
2025-02-17,F0038,NK,813,N683NK,DEP,ATL,DTW,C,06:00,360,06:00,360.0,13.0,373.0,0.0,594.0
2025-02-17,F0039,WN,1326,N8611F,DEP,ATL,HOU,D,06:00,360,06:23,383.0,14.0,397.0,23.0,696.0
2025-02-17,F0040,F9,2468,N651FR,DEP,ATL,CLE,D,06:05,365,05:56,356.0,13.0,369.0,-9.0,554.0
2025-02-17,F0041,WN,3236,N288WN,DEP,ATL,TPA,C,06:05,365,06:00,360.0,20.0,380.0,-5.0,406.0
2025-02-17,F0042,F9,1116,N385FR,ARR,LAS,ATL,A,06:09,369,06:19,379.0,57.0,322.0,10.0,1747.0
2025-02-17,F0043,UA,447,N47281,DEP,ATL,EWR,B,06:15,375,06:13,373.0,22.0,395.0,-2.0,746.0
2025-02-17,F0044,WN,3146,N8835Q,DEP,ATL,MCO,D,06:15,375,06:13,373.0,16.0,389.0,-2.0,404.0
2025-02-17,F0045,WN,639,N8326F,DEP,ATL,LGA,C,06:20,380,06:25,385.0,13.0,398.0,5.0,762.0
2025-02-17,F0046,DL,722,N392DN,ARR,LAS,ATL,B,06:24,384,06:33,393.0,24.0,369.0,9.0,1747.0
2025-02-17,F0047,NK,1360,N717NK,DEP,ATL,BOS,A,06:25,385,06:18,378.0,15.0,393.0,-7.0,946.0
2025-02-17,F0048,WN,714,N482WN,DEP,ATL,DAL,C,06:30,390,06:28,388.0,14.0,402.0,-2.0,721.0
2025-02-17,F0049,DL,404,N316DN,DEP,ATL,LGA,C,06:30,390,08:06,486.0,12.0,498.0,96.0,762.0
2025-02-17,F0050,WN,3393,N8547V,DEP,ATL,BNA,D,06:35,395,06:53,413.0,8.0,421.0,18.0,214.0
2025-02-17,F0051,DL,888,N929DZ,ARR,PDX,ATL,B,06:38,398,06:23,383.0,7.0,376.0,-15.0,2172.0
2025-02-17,F0052,DL,1729,N936DZ,ARR,SAV,ATL,B,06:40,400,06:25,385.0,7.0,378.0,-15.0,214.0
