flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,concourse,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2024-12-17,F0001,AA,1326,N663AW,ARR,CLT,ATL,D,00:08,8,01:20,80.0,6.0,74.0,72.0,226.0
2024-12-17,F0002,F9,1081,N235FR,ARR,IAD,ATL,D,00:13,13,00:55,55.0,12.0,43.0,42.0,534.0
2024-12-17,F0003,AA,1045,N964NN,ARR,MIA,ATL,D,00:37,37,00:43,43.0,7.0,36.0,6.0,594.0
2024-12-17,F0004,DL,639,N103DY,ARR,LAS,ATL,A,00:38,38,00:25,25.0,5.0,20.0,-13.0,1747.0
2024-12-17,F0005,DL,471,N357DN,ARR,LAX,ATL,C,00:39,39,02:11,131.0,6.0,125.0,92.0,1947.0
2024-12-17,F0006,F9,4601,N702FR,ARR,EWR,ATL,D,00:44,44,00:27,27.0,20.0,7.0,-17.0,746.0
2024-12-17,F0007,NK,159,N662NK,ARR,FLL,ATL,A,00:55,55,00:34,34.0,7.0,27.0,-21.0,581.0
2024-12-17,F0008,F9,3294,N654FR,ARR,DEN,ATL,A,05:00,300,04:53,293.0,17.0,276.0,-7.0,1199.0
2024-12-17,F0009,DL,635,N819DN,ARR,SFO,ATL,A,05:04,304,04:47,287.0,4.0,283.0,-17.0,2139.0
2024-12-17,F0010,DL,783,N315DN,ARR,LAX,ATL,D,05:07,307,05:05,305.0,7.0,298.0,-2.0,1947.0
2024-12-17,F0011,DL,828,N317DN,ARR,ONT,ATL,C,05:09,309,05:00,300.0,5.0,295.0,-9.0,1900.0
2024-12-17,F0012,DL,912,N581DA,ARR,SLC,ATL,B,05:17,317,05:05,305.0,5.0,300.0,-12.0,1590.0
2024-12-17,F0013,AA,2770,N906NN,DEP,ATL,DFW,D,05:20,320,,,,,,731.0
2024-12-17,F0014,F9,3599,N385FR,DEP,ATL,DEN,D,05:25,325,05:22,322.0,14.0,336.0,-3.0,1199.0
2024-12-17,F0015,NK,3176,N687NK,DEP,ATL,FLL,A,05:30,330,05:24,324.0,15.0,339.0,-6.0,581.0
2024-12-17,F0016,DL,929,N365DN,ARR,PHX,ATL,D,05:30,330,05:20,320.0,4.0,316.0,-10.0,1587.0
2024-12-17,F0017,AA,2764,N4005X,DEP,ATL,MIA,D,05:31,331,05:31,331.0,3.0,334.0,0.0,594.0
2024-12-17,F0018,NK,920,N676NK,ARR,LAX,ATL,A,05:36,336,05:36,336.0,13.0,323.0,0.0,1947.0
2024-12-17,F0019,DL,819,N331DN,ARR,SAN,ATL,A,05:37,337,05:36,336.0,7.0,329.0,-1.0,1892.0
