flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,concourse,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2025-01-16,F0001,AA,1326,N837AW,ARR,CLT,ATL,D,00:04,4,23:53,1433.0,18.0,1415.0,-11.0,226.0
2025-01-16,F0002,WN,4164,N8856S,ARR,PHX,ATL,D,00:10,10,23:59,1439.0,5.0,1434.0,-11.0,1587.0
2025-01-16,F0003,B6,1319,N3232J,ARR,JFK,ATL,A,00:11,11,00:43,43.0,5.0,38.0,32.0,760.0
2025-01-16,F0004,NK,581,N739NK,ARR,PHL,ATL,C,00:27,27,01:34,94.0,11.0,83.0,67.0,666.0
2025-01-16,F0005,DL,687,N325DN,ARR,LAS,ATL,A,00:29,29,00:07,7.0,6.0,1.0,-22.0,1747.0
2025-01-16,F0006,F9,4601,N305FR,ARR,EWR,ATL,D,00:32,32,00:28,28.0,26.0,2.0,-4.0,746.0
2025-01-16,F0007,DL,471,N120DN,ARR,LAX,ATL,A,00:39,39,00:18,18.0,8.0,10.0,-21.0,1947.0
2025-01-16,F0008,WN,2298,N8677A,ARR,LAS,ATL,D,00:40,40,00:44,44.0,4.0,40.0,4.0,1747.0
2025-01-16,F0009,NK,822,N993NK,ARR,DTW,ATL,A,00:45,45,00:14,14.0,9.0,5.0,-31.0,594.0
2025-01-16,F0010,AA,636,N951NN,ARR,MIA,ATL,D,00:46,46,00:26,26.0,15.0,11.0,-20.0,594.0
2025-01-16,F0011,F9,4347,N337FR,ARR,LGA,ATL,D,01:35,95,01:38,98.0,11.0,87.0,3.0,762.0
2025-01-16,F0012,DL,543,N713TW,ARR,SNA,ATL,A,04:24,264,03:51,231.0,6.0,225.0,-33.0,1919.0
2025-01-16,F0013,AA,2479,N838AW,DEP,ATL,CLT,D,05:00,300,04:59,299.0,23.0,322.0,-1.0,226.0
2025-01-16,F0014,DL,1669,N184DN,ARR,PHX,ATL,C,05:03,303,04:40,280.0,5.0,275.0,-23.0,1587.0
2025-01-16,F0015,DL,446,N539DN,ARR,LAX,ATL,A,05:04,304,04:53,293.0,4.0,289.0,-11.0,1947.0
2025-01-16,F0016,DL,1737,N906DN,ARR,SFO,ATL,A,05:04,304,04:55,295.0,4.0,291.0,-9.0,2139.0
2025-01-16,F0017,DL,417,N362DN,ARR,LAS,ATL,A,05:07,307,04:50,290.0,5.0,285.0,-17.0,1747.0
2025-01-16,F0018,AA,1777,N986AN,DEP,ATL,PHX,D,05:15,315,05:11,311.0,14.0,325.0,-4.0,1587.0
2025-01-16,F0019,AA,2770,N837NN,DEP,ATL,DFW,D,05:17,317,05:17,317.0,25.0,342.0,0.0,731.0
2025-01-16,F0020,DL,912,N521DT,ARR,SLC,ATL,C,05:19,319,06:38,398.0,10.0,388.0,79.0,1590.0
2025-01-16,F0021,NK,158,N992NK,DEP,ATL,FLL,A,05:33,333,05:28,328.0,11.0,339.0,-5.0,581.0
2025-01-16,F0022,DL,819,N103DY,ARR,SAN,ATL,D,05:33,333,05:18,318.0,4.0,314.0,-15.0,1892.0
2025-01-16,F0023,AA,2764,N819AW,DEP,ATL,MIA,D,05:37,337,05:34,334.0,15.0,349.0,-3.0,594.0
2025-01-16,F0024,MQ,3595,N284JN,DEP,ATL,DCA,A,05:43,343,05:37,337.0,14.0,351.0,-6.0,547.0
2025-01-16,F0025,DL,561,N377DE,ARR,FAT,ATL,B,05:44,344,05:26,326.0,3.0,323.0,-18.0,1997.0
2025-01-16,F0026,F9,3216,N381FR,ARR,LAX,ATL,D,05:54,354,05:46,346.0,19.0,327.0,-8.0,1947.0
2025-01-16,F0027,NK,1360,N737NK,DEP,ATL,BOS,C,05:55,355,05:52,352.0,12.0,364.0,-3.0,946.0
2025-01-16,F0028,DL,899,N186DN,ARR,LAX,ATL,A,05:58,358,05:55,355.0,6.0,349.0,-3.0,1947.0
2025-01-16,F0029,DL,743,N911DQ,ARR,SMF,ATL,D,06:00,360,06:31,391.0,6.0,385.0,31.0,2092.0
2025-01-16,F0030,AS,727,N984AK,ARR,SEA,ATL,B,06:00,360,05:52,352.0,5.0,347.0,-8.0,2182.0
2025-01-16,F0031,F9,4472,N394FR,DEP,ATL,RDU,D,06:00,360,05:44,344.0,28.0,372.0,-16.0,356.0
2025-01-16,F0032,F9,1116,N384FR,ARR,LAS,ATL,D,06:03,363,05:44,344.0,13.0,331.0,-19.0,1747.0
2025-01-16,F0033,WN,3146,N8625A,DEP,ATL,MCO,C,06:05,365,06:02,362.0,15.0,377.0,-3.0,404.0
2025-01-16,F0034,NK,813,N993NK,DEP,ATL,DTW,A,06:10,370,06:03,363.0,11.0,374.0,-7.0,594.0
2025-01-16,F0035,WN,1668,N8532S,DEP,ATL,DEN,D,06:10,370,06:08,368.0,11.0,379.0,-2.0,1199.0
2025-01-16,F0036,WN,639,N1806U,DEP,ATL,LGA,D,06:15,375,06:11,371.0,12.0,383.0,-4.0,762.0
2025-01-16,F0037,DL,535,N192DN,ARR,OGG,ATL,B,06:18,378,05:54,354.0,6.0,348.0,-24.0,4431.0
2025-01-16,F0038,WN,1267,N420WN,DEP,ATL,PHX,D,06:20,380,06:16,376.0,12.0,388.0,-4.0,1587.0
2025-01-16,F0039,DL,722,N126DN,ARR,LAS,ATL,B,06:24,384,06:18,378.0,7.0,371.0,-6.0,1747.0
2025-01-16,F0040,F9,3021,N337FR,DEP,ATL,DFW,D,06:25,385,06:22,382.0,16.0,398.0,-3.0,731.0
2025-01-16,F0041,NK,1356,N668NK,DEP,ATL,DFW,A,06:25,385,06:17,377.0,12.0,389.0,-8.0,731.0
2025-01-16,F0042,WN,1326,N8845L,DEP,ATL,HOU,D,06:25,385,06:19,379.0,17.0,396.0,-6.0,696.0
2025-01-16,F0043,DL,404,N383DZ,DEP,ATL,LGA,A,06:30,390,06:24,384.0,16.0,400.0,-6.0,762.0
2025-01-16,F0044,NK,506,N737NK,ARR,LAX,ATL,C,06:32,392,06:24,384.0,9.0,375.0,-8.0,1947.0
2025-01-16,F0045,DL,888,N804DN,ARR,PDX,ATL,A,06:38,398,06:37,397.0,5.0,392.0,-1.0,2172.0
2025-01-16,F0046,DL,309,N822NW,ARR,HNL,ATL,C,06:40,400,06:25,385.0,7.0,378.0,-15.0,4502.0
2025-01-16,F0047,B6,1320,N3152J,DEP,ATL,JFK,A,06:45,405,06:44,404.0,13.0,417.0,-1.0,760.0
2025-01-16,F0048,WN,2583,N7862A,DEP,ATL,DCA,D,06:45,405,06:41,401.0,10.0,411.0,-4.0,547.0
2025-01-16,F0049,DL,1729,N940DU,ARR,SAV,ATL,B,06:45,405,06:29,389.0,4.0,385.0,-16.0,214.0
2025-01-16,F0050,DL,3028,N906DN,ARR,GSP,ATL,D,06:45,405,06:41,401.0,5.0,396.0,-4.0,153.0
2025-01-16,F0051,DL,3038,N946AT,ARR,CAE,ATL,A,06:47,407,06:45,405.0,7.0,398.0,-2.0,192.0
