flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,concourse,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2025-03-03,F0001,WN,4164,N8695D,ARR,PHX,ATL,D,00:10,10,23:59,1439.0,7.0,1432.0,-11.0,1587.0
2025-03-03,F0002,OH,5044,N609NN,ARR,CLT,ATL,B,00:21,21,00:17,17.0,7.0,10.0,-4.0,226.0
2025-03-03,F0003,DL,687,N308DN,ARR,LAS,ATL,A,00:29,29,23:58,1438.0,8.0,1430.0,-31.0,1747.0
2025-03-03,F0004,DL,471,N361DN,ARR,LAX,ATL,A,00:39,39,00:19,19.0,7.0,12.0,-20.0,1947.0
2025-03-03,F0005,WN,2298,N8664J,ARR,LAS,ATL,D,00:40,40,00:40,40.0,8.0,32.0,0.0,1747.0
2025-03-03,F0006,F9,4601,N633FR,ARR,EWR,ATL,A,00:42,42,00:47,47.0,21.0,26.0,5.0,746.0
2025-03-03,F0007,AA,636,N935NN,ARR,MIA,ATL,D,00:47,47,00:31,31.0,7.0,24.0,-16.0,594.0
2025-03-03,F0008,F9,1101,N312FR,ARR,PHL,ATL,D,01:14,74,01:33,93.0,19.0,74.0,19.0,666.0
2025-03-03,F0009,F9,3287,N305FR,ARR,LGA,ATL,D,01:44,104,01:22,82.0,10.0,72.0,-22.0,762.0
2025-03-03,F0010,DL,543,N727TW,ARR,SNA,ATL,A,04:23,263,03:50,230.0,10.0,220.0,-33.0,1919.0
2025-03-03,F0011,F9,3216,N387FR,ARR,LAX,ATL,D,04:49,289,04:38,278.0,8.0,270.0,-11.0,1947.0
2025-03-03,F0012,F9,3294,N702FR,ARR,DEN,ATL,D,04:58,298,05:15,315.0,9.0,306.0,17.0,1199.0
2025-03-03,F0013,DL,417,N332DN,ARR,LAS,ATL,B,05:00,300,04:49,289.0,21.0,268.0,-11.0,1747.0
2025-03-03,F0014,OH,5063,N589NN,DEP,ATL,CLT,C,05:00,300,04:49,289.0,33.0,322.0,-11.0,226.0
2025-03-03,F0015,DL,899,N818DA,ARR,LAX,ATL,B,05:02,302,06:47,407.0,6.0,401.0,105.0,1947.0
2025-03-03,F0016,DL,1669,N593NW,ARR,PHX,ATL,C,05:03,303,04:45,285.0,8.0,277.0,-18.0,1587.0
2025-03-03,F0017,DL,1737,N839DN,ARR,SFO,ATL,C,05:04,304,04:41,281.0,6.0,275.0,-23.0,2139.0
2025-03-03,F0018,F9,1004,N633FR,DEP,ATL,PHL,A,05:10,310,05:07,307.0,20.0,327.0,-3.0,666.0
2025-03-03,F0019,AA,2770,N337PJ,DEP,ATL,DFW,D,05:17,317,05:09,309.0,15.0,324.0,-8.0,731.0
2025-03-03,F0020,DL,912,N540DE,ARR,SLC,ATL,B,05:19,319,05:04,304.0,8.0,296.0,-15.0,1590.0
2025-03-03,F0021,AA,2764,N704US,DEP,ATL,MIA,D,05:24,324,05:16,316.0,13.0,329.0,-8.0,594.0
2025-03-03,F0022,NK,158,N959NK,DEP,ATL,FLL,A,05:25,325,05:43,343.0,13.0,356.0,18.0,581.0
2025-03-03,F0023,F9,2912,N702FR,DEP,ATL,TPA,A,05:25,325,05:25,325.0,14.0,339.0,0.0,406.0
2025-03-03,F0024,MQ,3628,N284JN,DEP,ATL,DCA,B,05:28,328,05:27,327.0,10.0,337.0,-1.0,547.0
2025-03-03,F0025,NK,851,N956NK,DEP,ATL,LAX,C,05:30,330,06:14,374.0,18.0,392.0,44.0,1947.0
2025-03-03,F0026,DL,819,N124DX,ARR,SAN,ATL,C,05:33,333,05:05,305.0,8.0,297.0,-28.0,1892.0
2025-03-03,F0027,DL,561,N3768,ARR,FAT,ATL,A,05:44,344,05:15,315.0,6.0,309.0,-29.0,1997.0
2025-03-03,F0028,F9,1441,N387FR,DEP,ATL,ORD,D,05:45,345,05:39,339.0,15.0,354.0,-6.0,606.0
2025-03-03,F0029,F9,1115,N368FR,DEP,ATL,LAS,D,05:45,345,05:48,348.0,21.0,369.0,3.0,1747.0
2025-03-03,F0030,NK,850,N959NK,ARR,LAX,ATL,C,05:45,345,05:36,336.0,12.0,324.0,-9.0,1947.0
2025-03-03,F0031,B6,1996,N3196J,DEP,ATL,BOS,B,06:00,360,05:54,354.0,11.0,365.0,-6.0,946.0
2025-03-03,F0032,F9,1403,N312FR,DEP,ATL,IAH,D,06:00,360,06:21,381.0,23.0,404.0,21.0,689.0
2025-03-03,F0033,DL,743,N825DN,ARR,SMF,ATL,A,06:00,360,06:04,364.0,7.0,357.0,4.0,2092.0
2025-03-03,F0034,DL,446,N198DN,ARR,LAX,ATL,A,06:00,360,05:43,343.0,7.0,336.0,-17.0,1947.0
