flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,concourse,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2024-11-15,F0001,NK,975,N934NK,ARR,BWI,ATL,C,00:01,1,23:40,1420.0,16.0,1404.0,-21.0,577.0
2024-11-15,F0002,AA,1326,N117UW,ARR,CLT,ATL,D,00:14,14,00:11,11.0,21.0,1430.0,-3.0,226.0
2024-11-15,F0003,NK,159,N680NK,ARR,FLL,ATL,C,00:19,19,00:02,2.0,15.0,1427.0,-17.0,581.0
2024-11-15,F0004,F9,2400,N620FR,ARR,IAH,ATL,D,00:27,27,00:25,25.0,10.0,15.0,-2.0,689.0
2024-11-15,F0005,DL,639,N322DN,ARR,LAS,ATL,A,00:27,27,00:06,6.0,7.0,1439.0,-21.0,1747.0
2024-11-15,F0006,UA,1635,N37553,ARR,IAD,ATL,C,00:28,28,00:21,21.0,33.0,1428.0,-7.0,534.0
2024-11-15,F0007,AA,3197,N974AN,ARR,MIA,ATL,D,00:29,29,00:13,13.0,5.0,8.0,-16.0,594.0
2024-11-15,F0008,WN,979,N249WN,ARR,DEN,ATL,C,00:30,30,00:14,14.0,4.0,10.0,-16.0,1199.0
2024-11-15,F0009,DL,471,N106DN,ARR,LAX,ATL,D,00:30,30,23:57,1437.0,6.0,1431.0,-33.0,1947.0
2024-11-15,F0010,F9,4347,N711FR,ARR,LGA,ATL,A,00:38,38,00:41,41.0,8.0,33.0,3.0,762.0
2024-11-15,F0011,WN,2298,N8662F,ARR,LAS,ATL,D,00:40,40,00:26,26.0,4.0,22.0,-14.0,1747.0
2024-11-15,F0012,WN,2971,N7852A,ARR,PHX,ATL,C,00:45,45,00:19,19.0,3.0,16.0,-26.0,1587.0
2024-11-15,F0013,F9,4601,N655FR,ARR,EWR,ATL,A,00:59,59,05:11,311.0,7.0,304.0,252.0,746.0
2024-11-15,F0014,F9,2496,N723FR,ARR,DFW,ATL,A,01:49,109,01:34,94.0,8.0,86.0,-15.0,731.0
2024-11-15,F0015,DL,543,N702TW,ARR,SNA,ATL,C,04:19,259,03:45,225.0,4.0,221.0,-34.0,1919.0
2024-11-15,F0016,F9,3294,N610FR,ARR,DEN,ATL,D,04:25,265,04:26,266.0,42.0,224.0,1.0,1199.0
2024-11-15,F0017,DL,912,N346DN,ARR,SLC,ATL,C,05:00,300,04:45,285.0,5.0,280.0,-15.0,1590.0
2024-11-15,F0018,DL,635,N926DZ,ARR,SFO,ATL,B,05:00,300,04:37,277.0,5.0,272.0,-23.0,2139.0
2024-11-15,F0019,AA,2479,N8031M,DEP,ATL,CLT,D,05:00,300,04:50,290.0,14.0,304.0,-10.0,226.0
2024-11-15,F0020,DL,783,N302DN,ARR,LAX,ATL,A,05:04,304,04:34,274.0,3.0,271.0,-30.0,1947.0
2024-11-15,F0021,DL,828,N103DY,ARR,ONT,ATL,A,05:07,307,04:33,273.0,5.0,268.0,-34.0,1900.0
2024-11-15,F0022,F9,1004,N723FR,DEP,ATL,PHL,D,05:15,315,05:09,309.0,16.0,325.0,-6.0,666.0
2024-11-15,F0023,DL,417,N359DN,ARR,LAS,ATL,B,05:17,317,04:50,290.0,6.0,284.0,-27.0,1747.0
2024-11-15,F0024,AA,3198,N933AN,DEP,ATL,MIA,D,05:18,318,05:13,313.0,16.0,329.0,-5.0,594.0
2024-11-15,F0025,NK,3176,N671NK,DEP,ATL,FLL,A,05:25,325,05:23,323.0,12.0,335.0,-2.0,581.0
2024-11-15,F0026,UA,267,nan,DEP,ATL,IAD,B,05:30,330,,,,,,534.0
2024-11-15,F0027,AA,3240,N926UW,ARR,PHX,ATL,D,05:30,330,05:20,320.0,37.0,283.0,-10.0,1587.0
2024-11-15,F0028,DL,929,N368DN,ARR,PHX,ATL,D,05:30,330,05:00,300.0,7.0,293.0,-30.0,1587.0
2024-11-15,F0029,AA,2287,N926UW,DEP,ATL,PHX,D,05:30,330,05:21,321.0,15.0,336.0,-9.0,1587.0
2024-11-15,F0030,F9,2272,N350FR,DEP,ATL,MIA,A,05:35,335,05:42,342.0,13.0,355.0,7.0,594.0
2024-11-15,F0031,DL,819,N126DN,ARR,SAN,ATL,C,05:40,340,05:08,308.0,6.0,302.0,-32.0,1892.0
2024-11-15,F0032,NK,920,N672NK,ARR,LAX,ATL,A,05:45,345,05:28,328.0,28.0,300.0,-17.0,1947.0
2024-11-15,F0033,F9,3216,N388FR,ARR,LAX,ATL,D,05:49,349,06:03,363.0,12.0,351.0,14.0,1947.0
2024-11-15,F0034,DL,399,N117DX,ARR,DEN,ATL,B,05:49,349,05:25,325.0,5.0,320.0,-24.0,1199.0
