flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,concourse,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2024-09-16,F0001,F9,3975,N613FR,ARR,MCO,ATL,A,00:09,9,23:46,1426,11.0,1415,-23.0,404.0
2024-09-16,F0002,NK,1315,N969NK,ARR,LAS,ATL,A,00:19,19,00:30,30,6.0,24,11.0,1747.0
2024-09-16,F0003,DL,471,N593NW,ARR,LAX,ATL,B,00:19,19,23:47,1427,10.0,1417,-32.0,1947.0
2024-09-16,F0004,DL,2448,N391DN,ARR,LAS,ATL,A,00:20,20,00:45,45,9.0,36,25.0,1747.0
2024-09-16,F0005,WN,2744,N8919K,ARR,DEN,ATL,D,00:20,20,24:00,1440,6.0,1434,-20.0,1199.0
2024-09-16,F0006,F9,1407,N368FR,ARR,BUF,ATL,D,00:24,24,00:52,52,7.0,45,28.0,712.0
2024-09-16,F0007,WN,3871,N953WN,ARR,PHX,ATL,C,00:30,30,00:18,18,8.0,10,-12.0,1587.0
2024-09-16,F0008,AA,1898,N952XV,ARR,MIA,ATL,D,00:32,32,00:17,17,12.0,5,-15.0,594.0
2024-09-16,F0009,WN,2105,N8798Q,ARR,LAS,ATL,C,01:00,60,00:40,40,6.0,34,-20.0,1747.0
2024-09-16,F0010,DL,554,N837DN,ARR,SEA,ATL,B,01:21,81,00:57,57,9.0,48,-24.0,2182.0
2024-09-16,F0011,F9,3294,N609FR,ARR,DEN,ATL,A,04:49,289,04:28,268,7.0,261,-21.0,1199.0
2024-09-16,F0012,DL,1056,N386DN,ARR,SAN,ATL,D,05:00,300,04:42,282,11.0,271,-18.0,1892.0
2024-09-16,F0013,DL,912,N324DX,ARR,SLC,ATL,A,05:01,301,05:03,303,4.0,299,2.0,1590.0
2024-09-16,F0014,DL,783,N312DN,ARR,LAX,ATL,C,05:04,304,04:35,275,6.0,269,-29.0,1947.0
2024-09-16,F0015,DL,828,N390DN,ARR,ONT,ATL,A,05:06,306,04:44,284,5.0,279,-22.0,1900.0
2024-09-16,F0016,DL,635,N924DZ,ARR,SFO,ATL,B,05:08,308,04:47,287,5.0,282,-21.0,2139.0
2024-09-16,F0017,DL,391,N538US,ARR,RNO,ATL,A,05:23,323,05:10,310,6.0,304,-13.0,1993.0
2024-09-16,F0018,AA,701,N740UW,DEP,ATL,CLT,D,05:24,324,05:33,333,12.0,345,9.0,226.0
2024-09-16,F0019,DL,417,N397DN,ARR,LAS,ATL,B,05:25,325,05:47,347,6.0,341,22.0,1747.0
2024-09-16,F0020,DL,1308,N516DA,ARR,PDX,ATL,A,05:25,325,05:15,315,5.0,310,-10.0,2172.0
2024-09-16,F0021,UA,267,N851UA,DEP,ATL,IAD,C,05:30,330,05:25,325,13.0,338,-5.0,534.0
2024-09-16,F0022,DL,567,N894DN,ARR,SEA,ATL,A,05:36,336,05:46,346,4.0,342,10.0,2182.0
2024-09-16,F0023,NK,3176,N673NK,DEP,ATL,FLL,C,05:36,336,05:36,336,13.0,349,0.0,581.0
2024-09-16,F0024,AA,1151,N957XV,DEP,ATL,MIA,D,05:45,345,05:38,338,13.0,351,-7.0,594.0
2024-09-16,F0025,NK,3340,N904NK,DEP,ATL,LGA,A,05:45,345,05:40,340,14.0,354,-5.0,762.0
2024-09-16,F0026,F9,1872,N719FR,DEP,ATL,JFK,A,05:45,345,07:28,448,11.0,459,103.0,760.0
2024-09-16,F0027,DL,1386,N803DN,ARR,SJC,ATL,C,05:49,349,05:20,320,4.0,316,-29.0,2116.0
2024-09-16,F0028,DL,399,N315DN,ARR,DEN,ATL,B,05:49,349,05:42,342,7.0,335,-7.0,1199.0
2024-09-16,F0029,DL,561,N3771K,ARR,FAT,ATL,D,05:50,350,05:28,328,8.0,320,-22.0,1997.0
2024-09-16,F0030,DL,730,N106DN,ARR,BOI,ATL,A,05:52,352,05:22,322,5.0,317,-30.0,1838.0
2024-09-16,F0031,F9,3216,N372FR,ARR,LAX,ATL,A,05:55,355,06:17,377,8.0,369,22.0,1947.0
2024-09-16,F0032,DL,309,N829NW,ARR,HNL,ATL,D,05:59,359,05:32,332,7.0,325,-27.0,4502.0
2024-09-16,F0033,DL,712,N373DX,ARR,SAN,ATL,C,06:00,360,05:36,336,6.0,330,-24.0,1892.0
2024-09-16,F0034,DL,651,N584NW,DEP,ATL,DTW,D,06:00,360,05:55,355,15.0,370,-5.0,594.0
2024-09-16,F0035,AA,2684,N741UW,DEP,ATL,ORD,D,06:00,360,06:02,362,13.0,375,2.0,606.0
2024-09-16,F0036,AA,2770,N912NN,DEP,ATL,DFW,D,06:00,360,05:50,350,12.0,362,-10.0,731.0
2024-09-16,F0037,B6,1896,N3123J,DEP,ATL,BOS,B,06:00,360,05:59,359,13.0,372,-1.0,946.0
2024-09-16,F0038,F9,2484,N338FR,DEP,ATL,MIA,D,06:00,360,05:52,352,12.0,364,-8.0,594.0
2024-09-16,F0039,WN,3200,N8740A,DEP,ATL,DEN,C,06:00,360,05:57,357,10.0,367,-3.0,1199.0
2024-09-16,F0040,WN,4858,N8769Q,DEP,ATL,BWI,C,06:05,365,06:14,374,17.0,391,9.0,577.0
2024-09-16,F0041,DL,899,N313DN,ARR,LAX,ATL,B,06:08,368,06:22,382,6.0,376,14.0,1947.0
2024-09-16,F0042,F9,1448,N384FR,ARR,SFO,ATL,D,06:15,375,06:11,371,13.0,358,-4.0,2139.0
2024-09-16,F0043,DL,404,N303DN,DEP,ATL,LGA,D,06:15,375,06:12,372,9.0,381,-3.0,762.0
2024-09-16,F0044,WN,4663,N8880G,DEP,ATL,LGA,C,06:15,375,06:16,376,10.0,386,1.0,762.0
2024-09-16,F0045,DL,1020,N917DU,ARR,SFO,ATL,A,06:17,377,05:55,355,5.0,350,-22.0,2139.0
2024-09-16,F0046,DL,3015,N942DZ,ARR,TYS,ATL,C,06:19,379,05:56,356,6.0,350,-23.0,152.0
2024-09-16,F0047,DL,1574,N366DX,ARR,GEG,ATL,C,06:19,379,06:10,370,5.0,365,-9.0,1969.0
2024-09-16,F0048,F9,3293,N709FR,DEP,ATL,DEN,D,06:19,379,06:16,376,19.0,395,-3.0,1199.0
2024-09-16,F0049,WN,3794,N8793Q,DEP,ATL,MCO,D,06:20,380,06:25,385,13.0,398,5.0,404.0
2024-09-16,F0050,DL,2722,N6706Q,ARR,JAX,ATL,D,06:22,382,06:19,379,8.0,371,-3.0,270.0
2024-09-16,F0051,DL,3046,N996AT,ARR,CHA,ATL,A,06:23,383,06:10,370,10.0,360,-13.0,106.0
2024-09-16,F0052,WN,833,N491WN,DEP,ATL,MDW,D,06:25,385,06:23,383,13.0,396,-2.0,591.0
2024-09-16,F0053,DL,540,N834DN,ARR,OAK,ATL,D,06:25,385,06:31,391,4.0,387,6.0,2130.0
2024-09-16,F0054,UA,2482,N76503,ARR,SFO,ATL,B,06:27,387,06:14,374,7.0,367,-13.0,2139.0
2024-09-16,F0055,DL,929,N121DZ,ARR,PHX,ATL,D,06:29,389,06:06,366,6.0,360,-23.0,1587.0
2024-09-16,F0056,DL,682,N905DN,ARR,SMF,ATL,B,06:29,389,06:17,377,6.0,371,-12.0,2092.0
2024-09-16,F0057,DL,1729,N883DN,ARR,SAV,ATL,B,06:30,390,06:20,380,7.0,373,-10.0,214.0
2024-09-16,F0058,WN,746,N8751R,DEP,ATL,DAL,D,06:35,395,06:32,392,11.0,403,-3.0,721.0
2024-09-16,F0059,NK,839,N650NK,DEP,ATL,TPA,C,06:35,395,06:30,390,15.0,405,-5.0,406.0
2024-09-16,F0060,DL,3055,N6702,ARR,CHS,ATL,A,06:37,397,06:38,398,6.0,392,1.0,259.0
2024-09-16,F0061,UA,1888,N842UA,DEP,ATL,ORD,C,06:37,397,07:01,421,12.0,433,24.0,606.0
2024-09-16,F0062,UA,1511,N47284,DEP,ATL,EWR,B,06:40,400,06:33,393,17.0,410,-7.0,746.0
2024-09-16,F0063,WN,698,N452WN,DEP,ATL,HOU,D,06:40,400,06:45,405,10.0,415,5.0,696.0
2024-09-16,F0064,DL,722,N367DN,ARR,LAS,ATL,C,06:41,401,06:24,384,5.0,379,-17.0,1747.0
2024-09-16,F0065,DL,3028,N962DZ,ARR,GSP,ATL,C,06:44,404,06:33,393,5.0,388,-11.0,153.0
2024-09-16,F0066,B6,820,N625JB,DEP,ATL,JFK,A,06:45,405,06:40,400,17.0,417,-5.0,760.0
2024-09-16,F0067,DL,1545,N676DL,ARR,TPA,ATL,D,06:45,405,06:41,401,6.0,395,-4.0,406.0
2024-09-16,F0068,WN,3218,N276WN,DEP,ATL,LAS,D,06:45,405,06:53,413,10.0,423,8.0,1747.0
2024-09-16,F0069,WN,1155,N900WN,DEP,ATL,DCA,C,06:55,415,06:49,409,10.0,419,-6.0,547.0
2024-09-16,F0070,DL,1548,N690DL,ARR,MCO,ATL,D,06:56,416,06:59,419,6.0,413,3.0,404.0
2024-09-16,F0071,DL,1590,N952DZ,ARR,RDU,ATL,D,06:57,417,06:42,402,7.0,395,-15.0,356.0
2024-09-16,F0072,DL,1430,N556NW,ARR,ORF,ATL,C,06:58,418,07:25,445,13.0,432,27.0,516.0
2024-09-16,F0073,WN,654,N7735A,DEP,ATL,PHX,C,07:00,420,07:00,420,10.0,430,0.0,1587.0
2024-09-16,F0074,AA,3004,N319TE,DEP,ATL,MIA,D,07:00,420,06:52,412,14.0,426,-8.0,594.0
2024-09-16,F0075,NK,1314,N994NK,DEP,ATL,LAS,C,07:00,420,07:17,437,13.0,450,17.0,1747.0
2024-09-16,F0076,AS,377,N290AK,DEP,ATL,SEA,B,07:00,420,06:57,417,14.0,431,-3.0,2182.0
2024-09-16,F0077,9E,5331,N910XJ,ARR,AGS,ATL,A,07:02,422,15:06,906,4.0,902,484.0,143.0
2024-09-16,F0078,F9,1116,N382FR,ARR,LAS,ATL,A,07:03,423,06:38,398,8.0,390,-25.0,1747.0
2024-09-16,F0079,DL,2712,N937AT,ARR,AVL,ATL,D,07:05,425,07:00,420,7.0,413,-5.0,164.0
2024-09-16,F0080,DL,1154,N328DN,DEP,ATL,PHL,D,07:05,425,07:07,427,10.0,437,2.0,666.0
2024-09-16,F0081,DL,1334,N900PC,DEP,ATL,FLL,A,07:05,425,07:03,423,14.0,437,-2.0,581.0
2024-09-16,F0082,DL,2836,N553NW,DEP,ATL,MIA,C,07:05,425,06:58,418,15.0,433,-7.0,594.0
2024-09-16,F0083,DL,1444,N120DN,DEP,ATL,IAD,A,07:05,425,07:01,421,19.0,440,-4.0,534.0
2024-09-16,F0084,DL,2325,N950DZ,DEP,ATL,EWR,A,07:05,425,07:00,420,11.0,431,-5.0,746.0
2024-09-16,F0085,DL,1462,N555NW,DEP,ATL,RIC,B,07:05,425,07:02,422,12.0,434,-3.0,481.0
2024-09-16,F0086,DL,834,N382DN,DEP,ATL,LAS,C,07:05,425,07:05,425,8.0,433,0.0,1747.0
2024-09-16,F0087,WN,1317,N915WN,DEP,ATL,BNA,C,07:05,425,07:04,424,10.0,434,-1.0,214.0
2024-09-16,F0088,DL,2668,N590NW,DEP,ATL,MSP,A,07:05,425,07:02,422,14.0,436,-3.0,907.0
2024-09-16,F0089,NK,1156,N609NK,DEP,ATL,DTW,C,07:05,425,07:12,432,11.0,443,7.0,594.0
2024-09-16,F0090,DL,3038,N960DZ,ARR,CAE,ATL,D,07:06,426,06:57,417,6.0,411,-9.0,192.0
2024-09-16,F0091,DL,1592,N6715C,DEP,ATL,BWI,A,07:07,427,07:01,421,18.0,439,-6.0,577.0
2024-09-16,F0092,DL,320,N120DN,ARR,LAX,ATL,D,07:08,428,07:00,420,6.0,414,-8.0,1947.0
2024-09-16,F0093,F9,1563,N721FR,ARR,MCO,ATL,A,07:09,429,06:46,406,9.0,397,-23.0,404.0
2024-09-16,F0094,AA,1718,N9022G,DEP,ATL,CLT,D,07:09,429,07:06,426,27.0,453,-3.0,226.0
