flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,concourse,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2024-10-16,F0001,AA,482,N128UW,ARR,CLT,ATL,D,00:01,1,23:37,1417.0,5.0,1412.0,-24.0,226.0
2024-10-16,F0002,DL,691,N104DN,ARR,LAS,ATL,A,00:11,11,23:57,1437.0,7.0,1430.0,-14.0,1747.0
2024-10-16,F0003,DL,471,N592NW,ARR,LAX,ATL,D,00:39,39,00:43,43.0,6.0,37.0,4.0,1947.0
2024-10-16,F0004,AA,1898,N753US,ARR,MIA,ATL,D,00:39,39,00:32,32.0,8.0,24.0,-7.0,594.0
2024-10-16,F0005,WN,3997,N470WN,ARR,LAS,ATL,D,01:00,60,01:12,72.0,4.0,68.0,12.0,1747.0
2024-10-16,F0006,NK,1315,N664NK,ARR,LAS,ATL,A,04:30,270,04:28,268.0,18.0,250.0,-2.0,1747.0
2024-10-16,F0007,F9,3294,N708FR,ARR,DEN,ATL,D,04:46,286,04:40,280.0,15.0,265.0,-6.0,1199.0
2024-10-16,F0008,DL,912,N371DN,ARR,SLC,ATL,C,05:00,300,04:51,291.0,5.0,286.0,-9.0,1590.0
2024-10-16,F0009,DL,783,N114DN,ARR,LAX,ATL,B,05:02,302,04:53,293.0,5.0,288.0,-9.0,1947.0
2024-10-16,F0010,DL,828,N308DN,ARR,ONT,ATL,C,05:10,310,04:59,299.0,5.0,294.0,-11.0,1900.0
2024-10-16,F0011,AA,701,N655AW,DEP,ATL,CLT,D,05:11,311,05:00,300.0,12.0,312.0,-11.0,226.0
2024-10-16,F0012,F9,1116,N615FR,ARR,LAS,ATL,D,05:15,315,06:10,370.0,16.0,354.0,55.0,1747.0
2024-10-16,F0013,DL,635,N874DN,ARR,SFO,ATL,A,05:18,318,05:05,305.0,4.0,301.0,-13.0,2139.0
2024-10-16,F0014,DL,639,N507DZ,ARR,PDX,ATL,D,05:26,326,05:23,323.0,5.0,318.0,-3.0,2172.0
2024-10-16,F0015,AA,1151,N813AW,DEP,ATL,MIA,D,05:30,330,05:25,325.0,16.0,341.0,-5.0,594.0
2024-10-16,F0016,DL,561,N386DA,ARR,FAT,ATL,B,05:30,330,05:27,327.0,6.0,321.0,-3.0,1997.0
2024-10-16,F0017,UA,267,nan,DEP,ATL,IAD,C,05:30,330,,,,,,534.0
2024-10-16,F0018,NK,3176,N683NK,DEP,ATL,FLL,C,05:37,337,06:34,394.0,14.0,408.0,57.0,581.0
2024-10-16,F0019,DL,833,N320DN,ARR,BOI,ATL,A,05:40,340,06:25,385.0,6.0,379.0,45.0,1838.0
2024-10-16,F0020,F9,1872,N619FR,DEP,ATL,JFK,A,05:43,343,05:33,333.0,29.0,362.0,-10.0,760.0
2024-10-16,F0021,DL,399,N392DN,ARR,DEN,ATL,D,05:46,346,05:35,335.0,6.0,329.0,-11.0,1199.0
2024-10-16,F0022,NK,3340,N973NK,DEP,ATL,LGA,A,05:50,350,05:45,345.0,19.0,364.0,-5.0,762.0
2024-10-16,F0023,F9,3216,N383FR,ARR,LAX,ATL,D,05:50,350,06:12,372.0,8.0,364.0,22.0,1947.0
2024-10-16,F0024,AA,2770,N992AU,DEP,ATL,DFW,D,05:50,350,05:40,340.0,19.0,359.0,-10.0,731.0
2024-10-16,F0025,DL,819,N105DX,ARR,SAN,ATL,C,05:54,354,06:15,375.0,4.0,371.0,21.0,1892.0
2024-10-16,F0026,B6,1896,N3142J,DEP,ATL,BOS,B,06:00,360,05:53,353.0,15.0,368.0,-7.0,946.0
2024-10-16,F0027,NK,967,N655NK,DEP,ATL,IAH,A,06:00,360,05:53,353.0,14.0,367.0,-7.0,689.0
2024-10-16,F0028,DL,899,N394DX,ARR,LAX,ATL,A,06:00,360,06:04,364.0,4.0,360.0,4.0,1947.0
2024-10-16,F0029,AA,2684,N926AN,DEP,ATL,ORD,D,06:00,360,05:53,353.0,17.0,370.0,-7.0,606.0
2024-10-16,F0030,DL,309,N830NW,ARR,HNL,ATL,C,06:01,361,06:16,376.0,8.0,368.0,15.0,4502.0
2024-10-16,F0031,DL,929,N544DN,ARR,PHX,ATL,D,06:01,361,06:09,369.0,6.0,363.0,8.0,1587.0
2024-10-16,F0032,WN,4366,N8893L,DEP,ATL,BWI,D,06:05,365,06:00,360.0,13.0,373.0,-5.0,577.0
2024-10-16,F0033,WN,840,N8881L,DEP,ATL,MCO,C,06:10,370,06:09,369.0,12.0,381.0,-1.0,404.0
2024-10-16,F0034,F9,1448,N364FR,ARR,SFO,ATL,D,06:15,375,07:11,431.0,26.0,405.0,56.0,2139.0
2024-10-16,F0035,WN,513,N8568Z,DEP,ATL,LGA,C,06:15,375,06:13,373.0,9.0,382.0,-2.0,762.0
2024-10-16,F0036,DL,750,N823DN,ARR,SFO,ATL,C,06:17,377,06:22,382.0,5.0,377.0,5.0,2139.0
2024-10-16,F0037,DL,2722,N387DN,ARR,JAX,ATL,A,06:17,377,06:10,370.0,5.0,365.0,-7.0,270.0
2024-10-16,F0038,F9,1449,N650FR,DEP,ATL,DEN,D,06:19,379,06:14,374.0,15.0,389.0,-5.0,1199.0
2024-10-16,F0039,DL,769,N930DZ,ARR,SMF,ATL,B,06:27,387,06:31,391.0,8.0,383.0,4.0,2092.0
2024-10-16,F0040,DL,574,N390DN,ARR,GEG,ATL,A,06:29,389,06:36,396.0,5.0,391.0,7.0,1969.0
2024-10-16,F0041,DL,404,N341DN,DEP,ATL,LGA,B,06:30,390,06:18,378.0,25.0,403.0,-12.0,762.0
2024-10-16,F0042,DL,3046,N371NB,ARR,CHA,ATL,B,06:30,390,06:22,382.0,10.0,372.0,-8.0,106.0
2024-10-16,F0043,DL,3015,N947DZ,ARR,TYS,ATL,B,06:30,390,06:07,367.0,4.0,363.0,-23.0,152.0
2024-10-16,F0044,UA,1888,N872UA,DEP,ATL,ORD,B,06:35,395,06:27,387.0,24.0,411.0,-8.0,606.0
2024-10-16,F0045,WN,1506,N216WR,DEP,ATL,MDW,D,06:35,395,06:30,390.0,15.0,405.0,-5.0,591.0
2024-10-16,F0046,DL,3055,N837DN,ARR,CHS,ATL,D,06:37,397,06:30,390.0,5.0,385.0,-7.0,259.0
2024-10-16,F0047,UA,1511,N69835,DEP,ATL,EWR,B,06:40,400,06:32,392.0,14.0,406.0,-8.0,746.0
2024-10-16,F0048,AA,1718,N663AW,DEP,ATL,CLT,D,06:43,403,06:34,394.0,15.0,409.0,-9.0,226.0
2024-10-16,F0049,DL,3028,N946DZ,ARR,GSP,ATL,A,06:44,404,06:24,384.0,5.0,379.0,-20.0,153.0
2024-10-16,F0050,B6,820,N637JB,DEP,ATL,JFK,A,06:45,405,07:08,428.0,22.0,450.0,23.0,760.0
2024-10-16,F0051,WN,2723,N8626B,DEP,ATL,DEN,C,06:45,405,06:41,401.0,12.0,413.0,-4.0,1199.0
2024-10-16,F0052,DL,1545,N665DN,ARR,TPA,ATL,C,06:46,406,06:36,396.0,4.0,392.0,-10.0,406.0
2024-10-16,F0053,DL,722,N108DN,ARR,LAS,ATL,D,06:48,408,06:40,400.0,4.0,396.0,-8.0,1747.0
2024-10-16,F0054,WN,1149,N256WN,DEP,ATL,HOU,C,06:50,410,06:46,406.0,10.0,416.0,-4.0,696.0
2024-10-16,F0055,DL,1590,N670DN,ARR,RDU,ATL,C,06:53,413,06:52,412.0,5.0,407.0,-1.0,356.0
2024-10-16,F0056,DL,1548,N582NW,ARR,MCO,ATL,A,06:58,418,06:39,399.0,5.0,394.0,-19.0,404.0
2024-10-16,F0057,F9,4556,N364FR,DEP,ATL,MCO,A,07:00,420,06:51,411.0,15.0,426.0,-9.0,404.0
2024-10-16,F0058,NK,1156,N611NK,DEP,ATL,DTW,A,07:00,420,06:52,412.0,14.0,426.0,-8.0,594.0
2024-10-16,F0059,AS,377,N969AK,DEP,ATL,SEA,B,07:00,420,06:57,417.0,13.0,430.0,-3.0,2182.0
2024-10-16,F0060,AA,3039,N331TK,DEP,ATL,MIA,D,07:00,420,06:58,418.0,17.0,435.0,-2.0,594.0
2024-10-16,F0061,OH,5391,N555NN,DEP,ATL,PHL,A,07:02,422,06:57,417.0,19.0,436.0,-5.0,666.0
2024-10-16,F0062,NK,1298,N672NK,ARR,DTW,ATL,A,07:02,422,06:47,407.0,8.0,399.0,-15.0,594.0
2024-10-16,F0063,DL,3038,N931DQ,ARR,CAE,ATL,A,07:03,423,07:08,428.0,5.0,423.0,5.0,192.0
2024-10-16,F0064,DL,2605,N6715C,DEP,ATL,TPA,B,07:05,425,07:00,420.0,19.0,439.0,-5.0,406.0
2024-10-16,F0065,DL,834,N325DN,DEP,ATL,LAS,A,07:05,425,07:05,425.0,28.0,453.0,0.0,1747.0
2024-10-16,F0066,DL,1592,N6708D,DEP,ATL,BWI,D,07:05,425,06:59,419.0,13.0,432.0,-6.0,577.0
2024-10-16,F0067,DL,1369,N361DN,DEP,ATL,CLE,A,07:05,425,07:01,421.0,16.0,437.0,-4.0,554.0
2024-10-16,F0068,DL,1154,N108DN,DEP,ATL,PHL,A,07:05,425,06:59,419.0,23.0,442.0,-6.0,666.0
