flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,concourse,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2025-04-16,F0001,UA,1287,N67845,ARR,EWR,ATL,C,00:04,4,23:50,1430.0,6.0,1424.0,-14.0,746.0
2025-04-16,F0002,NK,454,N628NK,ARR,SAT,ATL,C,00:12,12,23:47,1427.0,5.0,1422.0,-25.0,874.0
2025-04-16,F0003,DL,471,N387DN,ARR,LAX,ATL,D,00:22,22,00:01,1.0,5.0,1436.0,-21.0,1947.0
2025-04-16,F0004,AA,659,N301NW,ARR,MIA,ATL,D,00:30,30,00:10,10.0,7.0,3.0,-20.0,594.0
2025-04-16,F0005,F9,4601,N610FR,ARR,EWR,ATL,A,00:32,32,00:33,33.0,11.0,22.0,1.0,746.0
2025-04-16,F0006,F9,3287,N344FR,ARR,LGA,ATL,A,00:37,37,00:53,53.0,8.0,45.0,16.0,762.0
2025-04-16,F0007,F9,3294,N393FR,ARR,DEN,ATL,A,05:00,300,04:43,283.0,6.0,277.0,-17.0,1199.0
2025-04-16,F0008,DL,540,N122DN,ARR,PHX,ATL,A,05:05,305,04:40,280.0,5.0,275.0,-25.0,1587.0
2025-04-16,F0009,DL,912,N347DN,ARR,SLC,ATL,C,05:08,308,04:56,296.0,5.0,291.0,-12.0,1590.0
2025-04-16,F0010,DL,528,N555NW,ARR,LAX,ATL,D,05:08,308,04:48,288.0,4.0,284.0,-20.0,1947.0
2025-04-16,F0011,F9,1872,N344FR,DEP,ATL,JFK,A,05:11,311,04:59,299.0,13.0,312.0,-12.0,760.0
2025-04-16,F0012,DL,828,N348DN,ARR,ONT,ATL,D,05:20,320,05:04,304.0,7.0,297.0,-16.0,1900.0
2025-04-16,F0013,YX,4576,N112HQ,DEP,ATL,DCA,B,05:22,322,05:09,309.0,14.0,323.0,-13.0,547.0
2025-04-16,F0014,DL,769,N816DN,ARR,SMF,ATL,C,05:25,325,05:24,324.0,3.0,321.0,-1.0,2092.0
2025-04-16,F0015,NK,442,N611NK,DEP,ATL,FLL,C,05:28,328,05:20,320.0,22.0,342.0,-8.0,581.0
2025-04-16,F0016,AA,2770,N901AN,DEP,ATL,DFW,D,05:28,328,05:23,323.0,19.0,342.0,-5.0,731.0
2025-04-16,F0017,WN,2289,N8576Z,ARR,PHX,ATL,D,05:30,330,05:07,307.0,5.0,302.0,-23.0,1587.0
2025-04-16,F0018,YX,4485,N116HQ,DEP,ATL,ORD,A,05:30,330,05:26,326.0,15.0,341.0,-4.0,606.0
2025-04-16,F0019,AA,3048,N745VJ,DEP,ATL,MIA,D,05:37,337,05:27,327.0,18.0,345.0,-10.0,594.0
2025-04-16,F0020,DL,819,N396DN,ARR,SAN,ATL,B,05:39,339,05:30,330.0,5.0,325.0,-9.0,1892.0
2025-04-16,F0021,WN,1675,N8628A,ARR,LAS,ATL,D,05:45,345,05:20,320.0,4.0,316.0,-25.0,1747.0
2025-04-16,F0022,DL,302,N122DN,ARR,DEN,ATL,D,05:45,345,06:59,419.0,5.0,414.0,74.0,1199.0
2025-04-16,F0023,DL,309,N801NW,ARR,HNL,ATL,A,05:50,350,05:50,350.0,7.0,343.0,0.0,4502.0
2025-04-16,F0024,F9,1116,N383FR,ARR,LAS,ATL,A,05:59,359,05:26,326.0,7.0,319.0,-33.0,1747.0
2025-04-16,F0025,NK,607,N683NK,DEP,ATL,MIA,A,06:00,360,05:53,353.0,10.0,363.0,-7.0,594.0
2025-04-16,F0026,F9,2410,N710FR,DEP,ATL,CLE,D,06:00,360,05:58,358.0,12.0,370.0,-2.0,554.0
2025-04-16,F0027,DL,404,N364DX,DEP,ATL,LGA,B,06:00,360,05:59,359.0,16.0,375.0,-1.0,762.0
2025-04-16,F0028,UA,447,N45440,DEP,ATL,EWR,C,06:00,360,05:48,348.0,13.0,361.0,-12.0,746.0
2025-04-16,F0029,DL,1840,N3738B,ARR,FAT,ATL,A,06:02,362,05:56,356.0,7.0,349.0,-6.0,1997.0
2025-04-16,F0030,F9,3216,N657FR,ARR,LAX,ATL,D,06:03,363,06:09,369.0,9.0,360.0,6.0,1947.0
2025-04-16,F0031,WN,934,N8651A,DEP,ATL,HOU,D,06:05,365,06:00,360.0,12.0,372.0,-5.0,696.0
2025-04-16,F0032,DL,391,N548US,ARR,RNO,ATL,A,06:05,365,05:41,341.0,5.0,336.0,-24.0,1993.0
2025-04-16,F0033,DL,899,N353DN,ARR,LAX,ATL,B,06:09,369,05:45,345.0,5.0,340.0,-24.0,1947.0
2025-04-16,F0034,WN,2325,N8835Q,DEP,ATL,DEN,C,06:10,370,06:05,365.0,13.0,378.0,-5.0,1199.0
2025-04-16,F0035,DL,567,N525DA,ARR,SEA,ATL,B,06:15,375,05:54,354.0,7.0,347.0,-21.0,2182.0
2025-04-16,F0036,WN,941,N8558Z,DEP,ATL,LGA,D,06:15,375,06:15,375.0,13.0,388.0,0.0,762.0
2025-04-16,F0037,DL,722,N330DX,ARR,LAS,ATL,A,06:19,379,05:57,357.0,6.0,351.0,-22.0,1747.0
2025-04-16,F0038,DL,929,N316DN,ARR,PHX,ATL,C,06:21,381,05:59,359.0,6.0,353.0,-22.0,1587.0
2025-04-16,F0039,DL,714,N723TW,ARR,SFO,ATL,C,06:24,384,06:16,376.0,7.0,369.0,-8.0,2139.0
2025-04-16,F0040,DL,651,N360DN,DEP,ATL,DTW,A,06:30,390,06:24,384.0,19.0,403.0,-6.0,594.0
2025-04-16,F0041,F9,1441,N621FR,DEP,ATL,ORD,A,06:30,390,06:19,379.0,17.0,396.0,-11.0,606.0
2025-04-16,F0042,DL,3015,N821DN,ARR,TYS,ATL,A,06:31,391,06:12,372.0,5.0,367.0,-19.0,152.0
2025-04-16,F0043,DL,3039,N340NB,ARR,CHA,ATL,A,06:36,396,06:20,380.0,3.0,377.0,-16.0,106.0
2025-04-16,F0044,AS,492,N483AS,ARR,SEA,ATL,B,06:40,400,06:18,378.0,6.0,372.0,-22.0,2182.0
2025-04-16,F0045,DL,3204,N378NW,ARR,SAV,ATL,C,06:40,400,06:12,372.0,7.0,365.0,-28.0,214.0
2025-04-16,F0046,WN,1554,N491WN,DEP,ATL,DCA,D,06:45,405,06:44,404.0,14.0,418.0,-1.0,547.0
2025-04-16,F0047,UA,2449,N884UA,DEP,ATL,ORD,C,06:45,405,06:37,397.0,26.0,423.0,-8.0,606.0
2025-04-16,F0048,DL,3055,N935DZ,ARR,CHS,ATL,B,06:47,407,06:28,388.0,5.0,383.0,-19.0,259.0
2025-04-16,F0049,DL,1561,N399DA,ARR,TLH,ATL,C,06:48,408,06:34,394.0,8.0,386.0,-14.0,223.0
2025-04-16,F0050,DL,2722,N6714Q,ARR,JAX,ATL,C,06:48,408,06:38,398.0,7.0,391.0,-10.0,270.0
2025-04-16,F0051,DL,3028,N838DN,ARR,GSP,ATL,A,06:49,409,06:28,388.0,4.0,384.0,-21.0,153.0
2025-04-16,F0052,DL,3018,N960DZ,ARR,GSO,ATL,C,06:49,409,06:18,378.0,3.0,375.0,-31.0,306.0
2025-04-16,F0053,DL,3038,N928AT,ARR,CAE,ATL,D,06:50,410,06:34,394.0,7.0,387.0,-16.0,192.0
2025-04-16,F0054,DL,1552,N932DZ,ARR,RDU,ATL,C,06:50,410,06:32,392.0,6.0,386.0,-18.0,356.0
2025-04-16,F0055,DL,888,N904DN,ARR,PDX,ATL,C,06:50,410,06:37,397.0,7.0,390.0,-13.0,2172.0
2025-04-16,F0056,DL,2325,N3749D,DEP,ATL,EWR,C,06:52,412,06:52,412.0,14.0,426.0,0.0,746.0
2025-04-16,F0057,DL,834,N121DZ,DEP,ATL,LAS,C,07:00,420,06:55,415.0,11.0,426.0,-5.0,1747.0
2025-04-16,F0058,WN,2599,N414WN,DEP,ATL,DAL,D,07:00,420,06:56,416.0,12.0,428.0,-4.0,721.0
2025-04-16,F0059,DL,987,N372DN,DEP,ATL,BOS,A,07:00,420,07:06,426.0,12.0,438.0,6.0,946.0
2025-04-16,F0060,DL,1334,N544US,DEP,ATL,FLL,D,07:00,420,06:56,416.0,13.0,429.0,-4.0,581.0
2025-04-16,F0061,NK,202,N724NK,DEP,ATL,SJU,C,07:00,420,06:55,415.0,11.0,426.0,-5.0,1547.0
2025-04-16,F0062,AA,3190,N573UW,DEP,ATL,MIA,D,07:01,421,06:53,413.0,16.0,429.0,-8.0,594.0
2025-04-16,F0063,DL,1548,N539US,ARR,MCO,ATL,C,07:05,425,06:43,403.0,5.0,398.0,-22.0,404.0
2025-04-16,F0064,UA,487,N18223,DEP,ATL,SFO,B,07:05,425,06:56,416.0,15.0,431.0,-9.0,2139.0
2025-04-16,F0065,DL,2204,N6713Y,DEP,ATL,MCO,D,07:05,425,07:02,422.0,11.0,433.0,-3.0,404.0
2025-04-16,F0066,DL,2712,N946AT,ARR,AVL,ATL,D,07:10,430,06:49,409.0,8.0,401.0,-21.0,164.0
2025-04-16,F0067,UA,1871,N47293,ARR,SFO,ATL,B,07:10,430,07:15,435.0,20.0,415.0,5.0,2139.0
2025-04-16,F0068,DL,320,N514DE,ARR,LAX,ATL,B,07:11,431,07:00,420.0,8.0,412.0,-11.0,1947.0
2025-04-16,F0069,DL,3186,N960AT,ARR,CLT,ATL,D,07:13,433,07:00,420.0,4.0,416.0,-13.0,226.0
2025-04-16,F0070,AA,616,N852NN,DEP,ATL,ORD,D,07:14,434,07:05,425.0,15.0,440.0,-9.0,606.0
2025-04-16,F0071,NK,736,N904NK,DEP,ATL,BWI,A,07:15,435,07:12,432.0,9.0,441.0,-3.0,577.0
2025-04-16,F0072,B6,1996,N3215J,DEP,ATL,BOS,A,07:15,435,07:03,423.0,13.0,436.0,-12.0,946.0
2025-04-16,F0073,DL,857,N319DN,ARR,LAS,ATL,B,07:18,438,06:55,415.0,7.0,408.0,-23.0,1747.0
2025-04-16,F0074,DL,1430,N548US,ARR,ORF,ATL,A,07:18,438,07:09,429.0,10.0,419.0,-9.0,516.0
2025-04-16,F0075,DL,2162,N936DZ,ARR,BHM,ATL,C,07:21,441,06:59,419.0,5.0,414.0,-22.0,134.0
2025-04-16,F0076,DL,2937,N366NB,ARR,ROA,ATL,A,07:22,442,07:06,426.0,8.0,418.0,-16.0,357.0
2025-04-16,F0077,DL,3162,N377NW,ARR,MYR,ATL,C,07:22,442,07:04,424.0,4.0,420.0,-18.0,317.0
2025-04-16,F0078,DL,2375,N347DN,ARR,DTW,ATL,D,07:23,443,07:02,422.0,5.0,417.0,-21.0,594.0
2025-04-16,F0079,DL,2637,N776DE,ARR,BNA,ATL,B,07:23,443,07:12,432.0,9.0,423.0,-11.0,214.0
