flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,concourse,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2025-01-01,F0001,AA,2749,N995NN,ARR,DFW,ATL,D,00:04,4,23:57,1437,15.0,1422,-7.0,731.0
2025-01-01,F0002,UA,2480,N76514,ARR,IAD,ATL,C,00:16,16,00:23,23,5.0,18,7.0,534.0
2025-01-01,F0003,NK,3177,N677NK,ARR,FLL,ATL,A,00:31,31,00:25,25,8.0,17,-6.0,581.0
2025-01-01,F0004,F9,2400,N346FR,ARR,IAH,ATL,A,00:33,33,02:23,143,8.0,135,110.0,689.0
2025-01-01,F0005,NK,2004,N613NK,ARR,EWR,ATL,C,00:38,38,01:10,70,12.0,58,32.0,746.0
2025-01-01,F0006,F9,4601,N376FR,ARR,EWR,ATL,D,00:44,44,00:30,30,7.0,23,-14.0,746.0
2025-01-01,F0007,MQ,3386,N209NN,ARR,MIA,ATL,B,00:48,48,00:41,41,8.0,33,-7.0,594.0
2025-01-01,F0008,F9,1100,N641FR,ARR,PHX,ATL,A,01:54,114,01:40,100,8.0,92,-14.0,1587.0
2025-01-01,F0009,NK,920,N663NK,ARR,LAX,ATL,A,04:34,274,04:11,251,19.0,232,-23.0,1947.0
2025-01-01,F0010,DL,417,N335DN,ARR,LAS,ATL,A,05:00,300,04:36,276,6.0,270,-24.0,1747.0
2025-01-01,F0011,F9,3294,N629FR,ARR,DEN,ATL,D,05:01,301,04:45,285,17.0,268,-16.0,1199.0
2025-01-01,F0012,DL,2829,N377DN,ARR,SAN,ATL,B,05:02,302,04:56,296,6.0,290,-6.0,1892.0
2025-01-01,F0013,DL,912,N352DN,ARR,SLC,ATL,B,05:12,312,04:26,266,6.0,260,-46.0,1590.0
2025-01-01,F0014,DL,783,N113DX,ARR,LAX,ATL,A,05:16,316,05:35,335,6.0,329,19.0,1947.0
2025-01-01,F0015,AA,2770,N973AN,DEP,ATL,DFW,D,05:20,320,05:15,315,15.0,330,-5.0,731.0
2025-01-01,F0016,F9,3599,N720FR,DEP,ATL,DEN,D,05:25,325,06:43,403,16.0,419,78.0,1199.0
2025-01-01,F0017,NK,967,N721NK,DEP,ATL,IAH,A,05:30,330,05:24,324,11.0,335,-6.0,689.0
2025-01-01,F0018,DL,929,N357DN,ARR,PHX,ATL,A,05:30,330,04:58,298,6.0,292,-32.0,1587.0
2025-01-01,F0019,MQ,3681,N315NH,DEP,ATL,MIA,B,05:30,330,05:27,327,14.0,341,-3.0,594.0
2025-01-01,F0020,AS,492,N431AS,ARR,SEA,ATL,B,05:41,341,05:27,327,7.0,320,-14.0,2182.0
2025-01-01,F0021,NK,838,N653NK,ARR,SJU,ATL,C,05:52,352,05:46,346,5.0,341,-6.0,1547.0
2025-01-01,F0022,F9,3216,N638FR,ARR,LAX,ATL,D,05:57,357,06:24,384,12.0,372,27.0,1947.0
2025-01-01,F0023,NK,3340,N916NK,DEP,ATL,LGA,A,05:57,357,06:02,362,12.0,374,5.0,762.0
2025-01-01,F0024,F9,2082,N388FR,DEP,ATL,SJU,A,06:00,360,05:58,358,18.0,376,-2.0,1547.0
2025-01-01,F0025,NK,991,N617NK,DEP,ATL,BWI,C,06:00,360,05:53,353,11.0,364,-7.0,577.0
2025-01-01,F0026,DL,535,N1605,ARR,OGG,ATL,B,06:05,365,05:52,352,5.0,347,-13.0,4431.0
2025-01-01,F0027,DL,561,N3765,ARR,FAT,ATL,C,06:11,371,20:38,1238,17.0,1221,867.0,1997.0
2025-01-01,F0028,DL,899,N311DN,ARR,LAX,ATL,D,06:12,372,06:03,363,6.0,357,-9.0,1947.0
2025-01-01,F0029,WN,639,N8303R,DEP,ATL,LGA,D,06:15,375,06:12,372,11.0,383,-3.0,762.0
2025-01-01,F0030,B6,1320,N3232J,DEP,ATL,JFK,B,06:18,378,08:44,524,23.0,547,146.0,760.0
2025-01-01,F0031,UA,447,N68891,DEP,ATL,EWR,C,06:20,380,06:16,376,17.0,393,-4.0,746.0
2025-01-01,F0032,DL,930,N918DU,ARR,SFO,ATL,C,06:21,381,06:12,372,3.0,369,-9.0,2139.0
2025-01-01,F0033,F9,2174,N638FR,DEP,ATL,FLL,D,06:25,385,06:21,381,21.0,402,-4.0,581.0
2025-01-01,F0034,DL,567,N530DE,ARR,SEA,ATL,D,06:30,390,06:23,383,9.0,374,-7.0,2182.0
2025-01-01,F0035,DL,309,N825NW,ARR,HNL,ATL,B,06:30,390,06:00,360,5.0,355,-30.0,4502.0
2025-01-01,F0036,DL,722,N385DZ,ARR,LAS,ATL,D,06:30,390,06:05,365,5.0,360,-25.0,1747.0
2025-01-01,F0037,WN,3146,N942WN,DEP,ATL,MCO,D,06:40,400,06:38,398,14.0,412,-2.0,404.0
2025-01-01,F0038,AA,1781,N661AW,DEP,ATL,CLT,D,06:42,402,06:34,394,34.0,428,-8.0,226.0
2025-01-01,F0039,UA,2482,N34455,ARR,SFO,ATL,B,06:45,405,06:40,400,20.0,380,-5.0,2139.0
2025-01-01,F0040,WN,1048,N8803L,DEP,ATL,MDW,C,06:45,405,06:37,397,13.0,410,-8.0,591.0
2025-01-01,F0041,AA,2344,N919NN,DEP,ATL,MIA,D,06:49,409,07:06,426,21.0,447,17.0,594.0
2025-01-01,F0042,NK,741,N653NK,DEP,ATL,EWR,A,06:50,410,06:44,404,13.0,417,-6.0,746.0
2025-01-01,F0043,WN,1326,N8655D,DEP,ATL,HOU,C,07:00,420,07:02,422,12.0,434,2.0,696.0
2025-01-01,F0044,UA,790,N37277,DEP,ATL,SFO,C,07:00,420,07:05,425,19.0,444,5.0,2139.0
2025-01-01,F0045,UA,759,N77585,DEP,ATL,IAH,B,07:01,421,07:16,436,24.0,460,15.0,689.0
2025-01-01,F0046,F9,1116,N646FR,ARR,LAS,ATL,D,07:03,423,07:16,436,54.0,382,13.0,1747.0
2025-01-01,F0047,AS,377,N278AK,DEP,ATL,SEA,B,07:04,424,06:55,415,16.0,431,-9.0,2182.0
2025-01-01,F0048,DL,3028,N952AT,ARR,GSP,ATL,D,07:04,424,06:40,400,7.0,393,-24.0,153.0
2025-01-01,F0049,DL,2668,N108DN,DEP,ATL,MSP,A,07:05,425,06:59,419,14.0,433,-6.0,907.0
2025-01-01,F0050,DL,1883,N833DN,DEP,ATL,SJU,B,07:05,425,07:02,422,14.0,436,-3.0,1547.0
2025-01-01,F0051,DL,834,N383DZ,DEP,ATL,LAS,D,07:05,425,07:08,428,13.0,441,3.0,1747.0
2025-01-01,F0052,DL,1643,N6713Y,DEP,ATL,FLL,D,07:10,430,07:07,427,18.0,445,-3.0,581.0
2025-01-01,F0053,DL,1646,N116DN,DEP,ATL,DTW,C,07:10,430,07:03,423,24.0,447,-7.0,594.0
2025-01-01,F0054,WN,2583,N951WN,DEP,ATL,DCA,D,07:10,430,07:04,424,16.0,440,-6.0,547.0
2025-01-01,F0055,DL,839,N374DX,DEP,ATL,DFW,A,07:10,430,07:03,423,15.0,438,-7.0,731.0
2025-01-01,F0056,DL,1727,N372DA,ARR,TLH,ATL,C,07:11,431,06:45,405,7.0,398,-26.0,223.0
2025-01-01,F0057,NK,156,N685NK,DEP,ATL,FLL,C,07:15,435,07:15,435,13.0,448,0.0,581.0
2025-01-01,F0058,DL,2722,N346DN,ARR,JAX,ATL,C,07:16,436,07:02,422,7.0,415,-14.0,270.0
2025-01-01,F0059,DL,1729,N990AT,ARR,SAV,ATL,A,07:17,437,06:57,417,5.0,412,-20.0,214.0
