flight_date,flight_id,airline,flight_number,tail_number,operation,origin,destination,concourse,scheduled_time,scheduled_min,actual_time,actual_min,actual_taxi_min,wheels_time_min,delay_min,distance_mi
2024-10-01,F0001,NK,1307,N636NK,ARR,DTW,ATL,C,00:03,3,23:34,1414.0,6.0,1408.0,-29.0,594.0
2024-10-01,F0002,NK,1315,N929NK,ARR,LAS,ATL,A,00:19,19,00:18,18.0,7.0,11.0,-1.0,1747.0
2024-10-01,F0003,DL,471,N589NW,ARR,LAX,ATL,B,00:19,19,00:10,10.0,11.0,1439.0,-9.0,1947.0
2024-10-01,F0004,NK,3179,N671NK,ARR,FLL,ATL,C,00:24,24,00:36,36.0,4.0,32.0,12.0,581.0
2024-10-01,F0005,DL,2448,N380DN,ARR,LAS,ATL,B,00:24,24,00:06,6.0,10.0,1436.0,-18.0,1747.0
2024-10-01,F0006,AA,1898,N975UY,ARR,MIA,ATL,D,00:32,32,00:05,5.0,11.0,1434.0,-27.0,594.0
2024-10-01,F0007,WN,2105,N550WN,ARR,LAS,ATL,D,00:55,55,01:05,65.0,2.0,63.0,10.0,1747.0
2024-10-01,F0008,DL,554,N891DN,ARR,SEA,ATL,B,01:21,81,00:41,41.0,3.0,38.0,-40.0,2182.0
2024-10-01,F0009,F9,3294,N638FR,ARR,DEN,ATL,D,04:49,289,04:38,278.0,9.0,269.0,-11.0,1199.0
2024-10-01,F0010,DL,912,N396DN,ARR,SLC,ATL,D,05:01,301,06:14,374.0,5.0,369.0,73.0,1590.0
2024-10-01,F0011,DL,783,N303DN,ARR,LAX,ATL,D,05:04,304,05:03,303.0,4.0,299.0,-1.0,1947.0
2024-10-01,F0012,DL,828,N316DN,ARR,ONT,ATL,D,05:06,306,05:10,310.0,4.0,306.0,4.0,1900.0
2024-10-01,F0013,DL,635,N823DN,ARR,SFO,ATL,B,05:08,308,05:01,301.0,5.0,296.0,-7.0,2139.0
2024-10-01,F0014,DL,1308,N549DN,ARR,PDX,ATL,A,05:25,325,05:08,308.0,5.0,303.0,-17.0,2172.0
2024-10-01,F0015,UA,267,N875UA,DEP,ATL,IAD,C,05:30,330,05:38,338.0,15.0,353.0,8.0,534.0
2024-10-01,F0016,NK,3176,N659NK,DEP,ATL,FLL,A,05:36,336,05:35,335.0,12.0,347.0,-1.0,581.0
2024-10-01,F0017,NK,3340,N976NK,DEP,ATL,LGA,A,05:45,345,05:40,340.0,14.0,354.0,-5.0,762.0
2024-10-01,F0018,AA,1151,N129AA,DEP,ATL,MIA,D,05:45,345,05:34,334.0,14.0,348.0,-11.0,594.0
2024-10-01,F0019,F9,1872,N313FR,DEP,ATL,JFK,D,05:45,345,05:35,335.0,15.0,350.0,-10.0,760.0
2024-10-01,F0020,DL,399,N103DY,ARR,DEN,ATL,A,05:49,349,05:37,337.0,7.0,330.0,-12.0,1199.0
2024-10-01,F0021,DL,561,N396DA,ARR,FAT,ATL,A,05:50,350,05:51,351.0,8.0,343.0,1.0,1997.0
2024-10-01,F0022,F9,3216,N363FR,ARR,LAX,ATL,A,05:55,355,06:00,360.0,23.0,337.0,5.0,1947.0
2024-10-01,F0023,DL,309,N824NW,ARR,HNL,ATL,A,05:59,359,05:57,357.0,16.0,341.0,-2.0,4502.0
2024-10-01,F0024,AA,2684,N816AW,DEP,ATL,ORD,D,06:00,360,05:51,351.0,13.0,364.0,-9.0,606.0
2024-10-01,F0025,AA,2770,N979AN,DEP,ATL,DFW,D,06:00,360,05:52,352.0,18.0,370.0,-8.0,731.0
2024-10-01,F0026,F9,1448,N232FR,ARR,SFO,ATL,A,06:00,360,06:22,382.0,11.0,371.0,22.0,2139.0
2024-10-01,F0027,B6,1896,N3169J,DEP,ATL,BOS,A,06:00,360,05:54,354.0,15.0,369.0,-6.0,946.0
2024-10-01,F0028,DL,712,N317DN,ARR,SAN,ATL,C,06:00,360,06:09,369.0,7.0,362.0,9.0,1892.0
2024-10-01,F0029,F9,1116,N387FR,ARR,LAS,ATL,A,06:04,364,06:03,363.0,12.0,351.0,-1.0,1747.0
2024-10-01,F0030,DL,899,N356DN,ARR,LAX,ATL,B,06:08,368,06:12,372.0,5.0,367.0,4.0,1947.0
2024-10-01,F0031,DL,404,N333DX,DEP,ATL,LGA,D,06:15,375,06:15,375.0,11.0,386.0,0.0,762.0
2024-10-01,F0032,WN,4663,N8804L,DEP,ATL,LGA,D,06:15,375,06:11,371.0,13.0,384.0,-4.0,762.0
2024-10-01,F0033,DL,690,N895DN,ARR,SFO,ATL,B,06:17,377,06:08,368.0,4.0,364.0,-9.0,2139.0
2024-10-01,F0034,F9,3293,N629FR,DEP,ATL,DEN,A,06:19,379,06:16,376.0,16.0,392.0,-3.0,1199.0
2024-10-01,F0035,DL,3015,N963DZ,ARR,TYS,ATL,C,06:19,379,05:52,352.0,6.0,346.0,-27.0,152.0
2024-10-01,F0036,DL,2722,N659DL,ARR,JAX,ATL,D,06:22,382,06:01,361.0,5.0,356.0,-21.0,270.0
2024-10-01,F0037,DL,3046,N359NB,ARR,CHA,ATL,C,06:23,383,06:16,376.0,7.0,369.0,-7.0,106.0
2024-10-01,F0038,DL,682,N845DN,ARR,SMF,ATL,C,06:29,389,06:29,389.0,4.0,385.0,0.0,2092.0
2024-10-01,F0039,DL,929,N344DN,ARR,PHX,ATL,A,06:29,389,06:18,378.0,5.0,373.0,-11.0,1587.0
2024-10-01,F0040,UA,1888,N477UA,DEP,ATL,ORD,B,06:35,395,06:25,385.0,21.0,406.0,-10.0,606.0
2024-10-01,F0041,DL,3055,N698DL,ARR,CHS,ATL,B,06:37,397,06:18,378.0,5.0,373.0,-19.0,259.0
